Subscription,Subscription Name,Resource Group,Location,Type,Service Name,Compliant,Impact,Category,Recommendation,Result,Learn,RId
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,cloud-shell-storage-westus,westus,Microsoft.Storage/storageAccounts,cs48d2c636f918dx4ef6x845,false,Low,Governance,Storage Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,st-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,cloud-shell-storage-westus,westus,Microsoft.Storage/storageAccounts,cs48d2c636f918dx4ef6x845,false,Low,Monitoring and Alerting,Storage should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/storage/blobs/monitor-blob-storage,st-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,cloud-shell-storage-westus,westus,Microsoft.Storage/storageAccounts,cs48d2c636f918dx4ef6x845,false,High,High Availability,Storage should have availability zones enabled,,https://learn.microsoft.com/EN-US/azure/reliability/migrate-storage,st-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,cloud-shell-storage-westus,westus,Microsoft.Storage/storageAccounts,cs48d2c636f918dx4ef6x845,false,High,Security,Storage should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/storage/common/storage-private-endpoints,st-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,cloud-shell-storage-westus,westus,Microsoft.Storage/storageAccounts,cs48d2c636f918dx4ef6x845,false,Medium,Disaster Recovery,Storage Account should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/storage-accounts/reliability,st-011
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,cloud-shell-storage-westus,westus,Microsoft.Storage/storageAccounts,cs48d2c636f918dx4ef6x845,false,Low,Disaster Recovery,Storage Account should have inmutable storage versioning enabled,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/storage-accounts/reliability,st-010
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,cloud-shell-storage-westus,westus,Microsoft.Storage/storageAccounts,cs48d2c636f918dx4ef6x845,false,Low,Security,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal,st-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Sql/servers/databases,globalai-db,false,Low,Governance,SQL Database should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,sqldb-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Sql/servers/databases,globalai-db,false,Low,Governance,SQL Database Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,sqldb-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Sql/servers/databases,globalai-db,false,High,High Availability,SQL Database should have availability zones enabled,,,sqldb-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Sql/servers,globalai-sqlserver,false,Low,Security,SQL should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/azure-sql/database/connectivity-settings?view=azuresql&tabs=azure-portal#minimal-tls-version,sql-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Sql/servers,globalai-sqlserver,false,Low,Governance,SQL Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,sql-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Sql/servers,globalai-sqlserver,false,High,Security,SQL should have private endpoints enabled,,,sql-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,Low,Monitoring and Alerting,App Service should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/app-service/troubleshoot-diagnostic-logs#send-logs-to-azure-monitor,app-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,Medium,Security,App Service should use Managed Identities,,https://learn.microsoft.com/en-us/azure/app-service/overview-managed-identity?tabs=portal%2Chttp,app-016
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,Medium,Security,App Service should use VNET integration,,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration,app-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,Low,Governance,App Service should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,app-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,High,Scalability,App Service should have Always On enabled,,https://learn.microsoft.com/en-us/azure/app-service/configure-common?tabs=portal,app-014
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,Medium,Security,App Service should have VNET Route all enabled for VNET integration,,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration,app-010
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,Low,Governance,App Service Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,app-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,High,Security,App Service should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/app-service/networking/private-endpoint,app-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,Medium,High Availability,App Service should avoid using Client Affinity,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/azure-app-service/reliability#checklist,app-015
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms/sites,globalai,false,High,Security,App Service should not allow insecure FTP,,https://learn.microsoft.com/en-us/azure/app-service/deploy-ftp?tabs=portal,app-013
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms,globalai-serverfarm,false,Low,Governance,Plan Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,asp-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms,globalai-serverfarm,false,High,High Availability,Plan should have availability zones enabled,,https://learn.microsoft.com/en-us/azure/reliability/migrate-app-service,asp-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Web/serverfarms,globalai-serverfarm,false,Low,Monitoring and Alerting,Plan should have diagnostic settings enabled,,,asp-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.KeyVault/vaults,globalai-kv,false,Medium,Disaster Recovery,Key Vault should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview,kv-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.KeyVault/vaults,globalai-kv,false,Low,Governance,Key Vault should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,kv-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.KeyVault/vaults,globalai-kv,false,Low,Governance,Key Vault Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,kv-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.KeyVault/vaults,globalai-kv,false,High,Security,Key Vault should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/private-link-service,kv-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.KeyVault/vaults,globalai-kv,false,Low,Monitoring and Alerting,Key Vault should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/monitor-key-vault,kv-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.KeyVault/vaults,globalai-kv,false,Medium,Disaster Recovery,Key Vault should have purge protection enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview#purge-protection,kv-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,westus,Microsoft.Cdn/profiles,globalai,false,Low,Governance,Azure FrontDoor Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,afd-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,westus,Microsoft.Cdn/profiles,globalai,false,Low,Monitoring and Alerting,Azure FrontDoor should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/frontdoor/standard-premium/how-to-logs,afd-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,westus,Microsoft.Cdn/profiles,globalai,false,Low,Governance,Azure FrontDoor should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,afd-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Storage/storageAccounts,globalai,false,Low,Governance,Storage Account should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,st-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Storage/storageAccounts,globalai,false,Low,Monitoring and Alerting,Storage should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/storage/blobs/monitor-blob-storage,st-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Storage/storageAccounts,globalai,false,Medium,Disaster Recovery,Storage Account should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/storage-accounts/reliability,st-011
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Storage/storageAccounts,globalai,false,Low,Security,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal,st-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Storage/storageAccounts,globalai,false,Low,Governance,Storage Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,st-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Storage/storageAccounts,globalai,false,High,High Availability,Storage should have availability zones enabled,,https://learn.microsoft.com/EN-US/azure/reliability/migrate-storage,st-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Storage/storageAccounts,globalai,false,High,Security,Storage should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/storage/common/storage-private-endpoints,st-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Storage/storageAccounts,globalai,false,Low,Disaster Recovery,Storage Account should have inmutable storage versioning enabled,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/storage-accounts/reliability,st-010
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,microsoft.insights/components,globalai,false,Low,Scalability,Azure Application Insights should store data in a Log Analytics Workspace,,https://learn.microsoft.com/en-us/azure/azure-monitor/app/create-workspace-resource,appi-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,microsoft.insights/components,globalai,false,Low,Governance,Azure Application Insights Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,appi-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Network/virtualNetworks,globalai-vnet,false,Low,Monitoring and Alerting,Virtual Network should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/virtual-network/monitor-virtual-network#collection-and-routing,vnet-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Network/virtualNetworks,globalai-vnet,false,High,Security,Virtual Network: All Subnets should have a Network Security Group associated,,https://learn.microsoft.com/azure/virtual-network/concepts-and-best-practices,vnet-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,GlobalAI-Spain,northeurope,Microsoft.Network/virtualNetworks,globalai-vnet,false,Low,Governance,Virtual Network Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,vnet-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.Web/serverfarms/sites,azurebrains,false,Low,Monitoring and Alerting,App Service should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/app-service/troubleshoot-diagnostic-logs#send-logs-to-azure-monitor,app-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.Web/serverfarms/sites,azurebrains,false,Medium,Security,App Service should use VNET integration,,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration,app-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.Web/serverfarms/sites,azurebrains,false,Low,Governance,App Service should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,app-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.Web/serverfarms/sites,azurebrains,false,Medium,Security,App Service should use Managed Identities,,https://learn.microsoft.com/en-us/azure/app-service/overview-managed-identity?tabs=portal%2Chttp,app-016
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.Web/serverfarms/sites,azurebrains,false,Low,Governance,App Service Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,app-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.Web/serverfarms/sites,azurebrains,false,High,Security,App Service should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/app-service/networking/private-endpoint,app-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.Web/serverfarms/sites,azurebrains,false,High,Scalability,App Service should have Always On enabled,,https://learn.microsoft.com/en-us/azure/app-service/configure-common?tabs=portal,app-014
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.Web/serverfarms/sites,azurebrains,false,Medium,Security,App Service should have VNET Route all enabled for VNET integration,,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration,app-010
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.Web/serverfarms,AzureBrainsPlan,false,High,High Availability,Plan should have availability zones enabled,,https://learn.microsoft.com/en-us/azure/reliability/migrate-app-service,asp-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.Web/serverfarms,AzureBrainsPlan,false,Low,Monitoring and Alerting,Plan should have diagnostic settings enabled,,,asp-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.Web/serverfarms,AzureBrainsPlan,false,Low,Governance,Plan should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,asp-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.Web/serverfarms,AzureBrainsPlan,false,Low,Governance,Plan Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,asp-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,false,Low,Governance,App Service Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,app-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,false,Medium,High Availability,App Service should avoid using Client Affinity,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/azure-app-service/reliability#checklist,app-015
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,false,Medium,Security,App Service should have VNET Route all enabled for VNET integration,,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration,app-010
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,false,High,Security,App Service should use HTTPS only,,https://learn.microsoft.com/azure/app-service/configure-ssl-bindings#enforce-https,app-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,false,Medium,Security,App Service should use VNET integration,,https://learn.microsoft.com/en-us/azure/app-service/overview-vnet-integration,app-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,false,High,Scalability,App Service should have Always On enabled,,https://learn.microsoft.com/en-us/azure/app-service/configure-common?tabs=portal,app-014
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms/sites,azurebrainsbot,false,High,Security,App Service should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/app-service/networking/private-endpoint,app-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms,azurebrainsbotplan,false,High,High Availability,Plan should have a SLA,None,https://www.azure.cn/en-us/support/sla/app-service/,asp-003
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms,azurebrainsbotplan,false,High,High Availability,Plan should have availability zones enabled,,https://learn.microsoft.com/en-us/azure/reliability/migrate-app-service,asp-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms,azurebrainsbotplan,false,Low,Monitoring and Alerting,Plan should have diagnostic settings enabled,,,asp-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms,azurebrainsbotplan,false,Low,Governance,Plan should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,asp-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Web/serverfarms,azurebrainsbotplan,false,Low,Governance,Plan Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,asp-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.KeyVault/vaults,kv-azurebrains,false,High,Security,Key Vault should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/private-link-service,kv-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.KeyVault/vaults,kv-azurebrains,false,Low,Monitoring and Alerting,Key Vault should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/monitor-key-vault,kv-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.KeyVault/vaults,kv-azurebrains,false,Medium,Disaster Recovery,Key Vault should have purge protection enabled,,https://learn.microsoft.com/en-us/azure/key-vault/general/soft-delete-overview#purge-protection,kv-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,westeurope,Microsoft.KeyVault/vaults,kv-azurebrains,false,Low,Governance,Key Vault should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,kv-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,false,Low,Disaster Recovery,Storage Account should have inmutable storage versioning enabled,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/storage-accounts/reliability,st-010
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,false,Low,Governance,Storage Account should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,st-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,false,High,High Availability,Storage should have availability zones enabled,,https://learn.microsoft.com/EN-US/azure/reliability/migrate-storage,st-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,false,High,Security,Storage should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/storage/common/storage-private-endpoints,st-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,storagedeveloperdays,false,Low,Monitoring and Alerting,Storage should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/storage/blobs/monitor-blob-storage,st-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,false,Low,Governance,Storage Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,st-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,false,High,High Availability,Storage should have availability zones enabled,,https://learn.microsoft.com/EN-US/azure/reliability/migrate-storage,st-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,false,High,Security,Storage should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/storage/common/storage-private-endpoints,st-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,false,Low,Monitoring and Alerting,Storage should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/storage/blobs/monitor-blob-storage,st-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,false,Low,Disaster Recovery,Storage Account should have inmutable storage versioning enabled,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/storage-accounts/reliability,st-010
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,pruebrates,false,Low,Governance,Storage Account should have tags,,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/tag-resources?tabs=json,st-008
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,false,High,Security,Storage Account should use HTTPS only,,https://learn.microsoft.com/en-us/azure/storage/common/storage-require-secure-transfer,st-007
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,false,Low,Monitoring and Alerting,Storage should have diagnostic settings enabled,,https://learn.microsoft.com/en-us/azure/storage/blobs/monitor-blob-storage,st-001
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,false,Medium,Disaster Recovery,Storage Account should have soft delete enabled,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/storage-accounts/reliability,st-011
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,false,Low,Security,Storage Account should enforce TLS >= 1.2,,https://learn.microsoft.com/en-us/azure/storage/common/transport-layer-security-configure-minimum-version?tabs=portal,st-009
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,false,High,Security,Storage should have private endpoints enabled,,https://learn.microsoft.com/en-us/azure/storage/common/storage-private-endpoints,st-004
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,false,Low,Governance,Storage Name should comply with naming conventions,,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/azure-best-practices/resource-abbreviations,st-006
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,false,High,High Availability,Storage should have availability zones enabled,,https://learn.microsoft.com/EN-US/azure/reliability/migrate-storage,st-002
f2e4cd19-7c93-4a22-a9b3-df34a6e7c0af,Boss Labs,Azurebrains,northeurope,Microsoft.Storage/storageAccounts,azurebrains,false,Low,Disaster Recovery,Storage Account should have inmutable storage versioning enabled,,https://learn.microsoft.com/en-us/azure/well-architected/service-guides/storage-accounts/reliability,st-010
